DEPARTAMENTO,MUNICIPIO,Muestras Evaluadas,Muestras Tratadas,Muestras Sin Tratamiento,IRCA MÍnimo,IRCA Máximo,IRCA Promedio,NUMERO PARAMETROS MÍnimo,NUMERO PARAMETROS Máximo,NUMERO PARAMETROS Promedio,Alcanilidad Total Número Muestras,Alcanilidad Total No Aptas,Alcanilidad Total % No Aptas,Alcanilidad Total MÍnimo,Alcanilidad Total Máximo,Alcanilidad Total Promedio,Aluminio Número Muestras,Aluminio No Aptas,Aluminio % No Aptas,Aluminio MÍnimo,Aluminio Máximo,Aluminio Promedio,Cloro residual libre Número Muestras,Cloro residual libre No Aptas,Cloro residual libre % No Aptas,Cloro residual libre MÍnimo,Cloro residual libre Máximo,Cloro residual libre Promedio,Cloruros Número Muestras,Cloruros No Aptas,Cloruros % No Aptas,Cloruros MÍnimo,Cloruros Máximo,Cloruros Promedio,Coliformes totales Número Muestras,Coliformes totales No Aptas,Coliformes totales % No Aptas,Coliformes totales MÍnimo,Coliformes totales Máximo,Coliformes totales Promedio,Color aparente Número Muestras,Color aparente No Aptas,Color aparente % No Aptas,Color aparente MÍnimo,Color aparente Máximo,Color aparente Promedio,Conductividad Número Muestras,Conductividad No Aptas,Conductividad % No Aptas,Conductividad MÍnimo,Conductividad Máximo,Conductividad Promedio,COT Número Muestras,COT No Aptas,COT % No Aptas,COT MÍnimo,COT Máximo,COT Promedio,Cryptosporidium Número Muestras,Cryptosporidium No Aptas,Cryptosporidium % No Aptas,Cryptosporidium MÍnimo,Cryptosporidium Máximo,Cryptosporidium Promedio,Dureza total Número Muestras,Dureza total No Aptas,Dureza total % No Aptas,Dureza total MÍnimo,Dureza total Máximo,Dureza total Promedio,E.coli Número Muestras,E.coli No Aptas,E.coli % No Aptas,E.coli MÍnimo,E.coli Máximo,E.coli Promedio,Fluoruros Número Muestras,Fluoruros No Aptas,Fluoruros % No Aptas,Fluoruros MÍnimo,Fluoruros Máximo,Fluoruros Promedio,Giardia Número Muestras,Giardia No Aptas,Giardia % No Aptas,Giardia MÍnimo,Giardia Máximo,Giardia Promedio,Hierro total Número Muestras,Hierro total No Aptas,Hierro total % No Aptas,Hierro total MÍnimo,Hierro total Máximo,Hierro total Promedio,Nitritos Número Muestras,Nitritos No Aptas,Nitritos % No Aptas,Nitritos MÍnimo,Nitritos Máximo,Nitritos Promedio,Olor Número Muestras,Olor No Aptas,Olor % No Aptas,Olor MÍnimo,Olor Máximo,Olor Promedio,ph Número Muestras,ph No Aptas,ph % No Aptas,ph MÍnimo,ph Máximo,ph Promedio,Sabor Número Muestras,Sabor No Aptas,Sabor % No Aptas,Sabor MÍnimo,Sabor Máximo,Sabor Promedio,Sulfatos Número Muestras,Sulfatos No Aptas,Sulfatos % No Aptas,Sulfatos MÍnimo,Sulfatos Máximo,Sulfatos Promedio,Turbiedad Número Muestras,Turbiedad No Aptas,Turbiedad % No Aptas,Turbiedad MÍnimo,Turbiedad Máximo,Turbiedad Promedio
Caldas 2011,Manizales,1820,911,909,0,98.06,52.35,3,18,10,36,0,0,12,43.6,22.91,6,0,0,0,0.07,0.03,176,111,63.07,0,3.38,0.56,36,0,0,1,10.6,5.81,175,112,64,0,2419,1163.16,175,76,43.43,1,2000,66.29,175,0,0,23.5,255,107.12,8,0,0,0,3.3,1.03,1,0,0,0,0,0,36,0,0,22,52.7,39.9,175,107,61.14,0,2419,194.78,12,0,0,0,0.01,0,1,0,0,0,0,0,35,0,0,0,0.24,0.1,36,0,0,0,0.02,0,175,25,14.29,1,2,1.14,176,11,6.25,5.27,8.17,7.04,175,43,24.57,1,2,1.25,36,0,0,12,33,23.36,175,44,25.14,0.09,327,9.3
Caldas 2011,Aguadas,1339,288,1051,0,98.06,66.93,9,16,9,16,0,0,4,15,6.88,1,0,0,0.09,0.09,0.09,136,114,83.82,0.1,1.91,0.24,16,0,0,0,4.7,2.06,136,114,83.82,0,2419,1539.36,136,61,44.85,0,409,26.74,136,0,0,11,370,107.17,2,0,0,1.3,1.4,1.35,0,0,0,-,-,-,16,0,0,3,26,8.56,136,114,83.82,0,2419,149.48,16,0,0,0,0.01,0,0,0,0,-,-,-,16,0,0,0.03,0.16,0.08,16,0,0,0,0.01,0,136,10,7.35,1,2,1.07,136,8,5.88,5.73,8.23,7.18,136,24,17.65,1,2,1.18,16,0,0,0,1,0.13,136,28,20.59,0.2,66.8,3.91
Caldas 2011,Anserma,1504,648,856,0,100,48.93,4,16,9,37,0,0,6,27,16.54,2,0,0,0,0,0,131,94,71.76,0.1,1.99,0.39,36,0,0,0,8.3,3.19,154,94,61.04,0,2419,1267.86,131,56,42.75,0,640,32.98,131,0,0,2.6,270,115.19,1,0,0,1,1,1,0,0,0,-,-,-,37,0,0,10,50,20.19,154,93,60.39,0,2419,227.15,11,0,0,0,0.01,0,0,0,0,-,-,-,36,0,0,0.01,0.21,0.07,36,0,0,0,0.02,0,154,13,8.44,1,2,1.08,131,5,3.82,5.08,8.13,7.12,154,21,13.64,1,2,1.14,37,0,0,0,16,3.35,131,24,18.32,0.14,75.7,4.03
Caldas 2011,Aranzazu,724,176,548,0,100,63.5,9,10,9,0,0,0,-,-,-,1,0,0,0.08,0.08,0.08,79,62,78.48,0,1.88,0.3,0,0,0,-,-,-,79,62,78.48,0,2419,1310.99,79,46,58.23,0,529,45.37,79,0,0,25,230,101.48,2,0,0,1.1,2.2,1.65,0,0,0,-,-,-,0,0,0,-,-,-,79,61,77.22,0,2419,156.46,10,0,0,0,0.27,0.06,0,0,0,-,-,-,0,0,0,-,-,-,0,0,0,-,-,-,79,7,8.86,1,2,1.09,79,7,8.86,6.05,8.09,6.98,79,12,15.19,1,2,1.15,0,0,0,-,-,-,79,15,18.99,0.1,69.6,6.18
Caldas 2011,Belalcázar,771,185,586,0,98.13,65.9,9,10,9,0,0,0,-,-,-,1,0,0,0.05,0.05,0.05,84,70,83.33,0.1,1.37,0.23,0,0,0,-,-,-,84,69,82.14,0,2419,1859.76,84,39,46.43,2,395,35.92,84,0,0,100,220,177.68,3,1,33.33,0.5,6.7,3.17,0,0,0,-,-,-,0,0,0,-,-,-,84,69,82.14,0,2419,263.86,11,0,0,0,0,0,0,0,0,-,-,-,0,0,0,-,-,-,0,0,0,-,-,-,84,10,11.9,1,2,1.12,84,0,0,6.7,8.14,7.64,84,16,19.05,1,2,1.19,0,0,0,-,-,-,84,17,20.24,0.22,69.9,5.26
Caldas 2011,Chinchiná,1137,826,311,0,98.06,35.98,2,16,9,32,0,0,21.3,72.3,47.8,3,1,33.33,0,0.36,0.12,89,56,62.92,0.1,1.6,0.33,32,0,0,0.3,11.9,7.23,122,56,45.9,0,2419,965.66,88,29,32.95,0,815,34.75,89,0,0,46,270,150.37,5,0,0,0.3,1.9,1.08,0,0,0,-,-,-,32,0,0,27,74.2,55.51,122,54,44.26,0,2419,154.48,10,0,0,0,0.01,0,0,0,0,-,-,-,30,0,0,0.01,0.19,0.05,32,0,0,0,0.01,0,121,7,5.79,1,2,1.06,89,7,7.87,6.03,9,7.04,121,14,11.57,1,2,1.12,32,0,0,6,37,16.04,88,15,17.05,0.14,141,5.01
Caldas 2011,Filadelfia,797,285,512,0,100,58.45,9,15,9,1,0,0,28,28,28,1,0,0,0.08,0.08,0.08,86,70,81.4,0.1,1.5,0.29,1,0,0,0.7,0.7,0.7,86,71,82.56,0,2419,1036.56,86,16,18.6,0,136,13.38,86,0,0,43,350,182.29,4,1,25,0,10.1,2.73,0,0,0,-,-,-,1,0,0,16,16,16,86,64,74.42,0,2419,169.36,12,0,0,0,0.22,0.03,0,0,0,-,-,-,1,0,0,0.13,0.13,0.13,1,0,0,0.01,0.01,0.01,86,3,3.49,1,2,1.03,86,3,3.49,5.54,8.22,7.19,86,5,5.81,1,2,1.06,1,0,0,1,1,1,86,6,6.98,0.06,22.4,1.59
Caldas 2011,La Dorada,770,584,186,0,98.06,20.33,4,16,10,31,0,0,17.7,51,26.69,2,0,0,0,0.16,0.08,54,23,42.59,0.1,1.13,0.43,31,0,0,1,12.4,6.11,76,22,28.95,0,2419,251.09,54,14,25.93,1,1180,61.26,54,0,0,42,310,134.26,3,0,0,0.8,4.4,2,0,0,0,-,-,-,31,0,0,6.2,74.8,29.6,76,11,14.47,0,2419,98.41,6,0,0,0,0.42,0.17,0,0,0,-,-,-,30,0,0,0,0.15,0.05,31,0,0,0,0.01,0,76,8,10.53,1,2,1.11,54,4,7.41,6.21,8.53,6.85,76,9,11.84,1,2,1.12,31,0,0,0,16,7.19,54,11,20.37,0.1,230,10.9
Caldas 2011,La Merced,439,167,272,0,98.06,59.84,9,10,9,0,0,0,-,-,-,1,0,0,0.09,0.09,0.09,48,41,85.42,0,0.65,0.14,0,0,0,-,-,-,48,40,83.33,0,2419,1164.63,48,14,29.17,1,81,15.21,48,0,0,46,370,123.85,2,0,0,0.7,1.7,1.2,0,0,0,-,-,-,0,0,0,-,-,-,48,33,68.75,0,2419,77.92,4,0,0,0.01,0.01,0.01,0,0,0,-,-,-,0,0,0,-,-,-,0,0,0,-,-,-,48,2,4.17,1,2,1.04,48,2,4.17,5.66,8.42,7.24,48,3,6.25,1,2,1.06,0,0,0,-,-,-,48,7,14.58,0.17,17,2.13
Caldas 2011,Manzanares,549,102,447,0,98.06,59.81,9,11,9,0,0,0,-,-,-,1,0,0,0.11,0.11,0.11,60,48,80,0.1,1,0.23,0,0,0,-,-,-,60,47,78.33,0,2419,1192.4,60,15,25,0,389,21.95,60,0,0,18.5,40,26.28,1,0,0,1.7,1.7,1.7,0,0,0,-,-,-,0,0,0,-,-,-,60,47,78.33,0,1986,114.87,7,0,0,0,0,0,0,0,0,-,-,-,0,0,0,-,-,-,0,0,0,-,-,-,60,4,6.67,1,2,1.07,60,4,6.67,5.51,7.46,6.78,60,7,11.67,1,2,1.12,0,0,0,-,-,-,60,6,10,0.21,91.5,3.43
Caldas 2011,Marmato,330,111,219,0,100,55.88,9,10,9,0,0,0,-,-,-,0,0,0,-,-,-,36,26,72.22,0.1,1.5,0.37,0,0,0,-,-,-,36,24,66.67,0,2419,1251.89,36,19,52.78,4,131,23.31,36,0,0,28,150,70.83,1,0,0,0.9,0.9,0.9,0,0,0,-,-,-,0,0,0,-,-,-,36,24,66.67,0,248,54.72,5,0,0,0,0.01,0,0,0,0,-,-,-,0,0,0,-,-,-,0,0,0,-,-,-,36,1,2.78,1,2,1.03,36,5,13.89,5.57,7.51,6.84,36,4,11.11,1,2,1.11,0,0,0,-,-,-,36,6,16.67,0.46,30.9,3.85
Caldas 2011,Marquetalia,628,102,526,0,100,65.12,9,10,9,0,0,0,-,-,-,1,0,0,0.06,0.06,0.06,69,58,84.06,0.1,1,0.23,0,0,0,-,-,-,69,58,84.06,0,2419,2033.36,69,27,39.13,1,81,16.96,69,0,0,24.5,620,53.57,1,0,0,1.5,1.5,1.5,0,0,0,-,-,-,0,0,0,-,-,-,69,58,84.06,0,2419,275.07,5,0,0,0,0,0,0,0,0,-,-,-,0,0,0,-,-,-,0,0,0,-,-,-,69,1,1.45,1,2,1.01,69,9,13.04,6.21,7.45,6.84,69,7,10.14,1,2,1.1,0,0,0,-,-,-,69,8,11.59,0.09,8.64,2.33
Caldas 2011,Marulanda,203,112,91,0,100,40.66,9,10,9,0,0,0,-,-,-,0,0,0,-,-,-,22,10,45.45,0.1,1.5,0.62,0,0,0,-,-,-,22,10,45.45,0,2419,574.77,22,11,50,0,130,35.45,22,0,0,31,75,52.41,2,0,0,1.2,2.1,1.65,0,0,0,-,-,-,0,0,0,-,-,-,22,10,45.45,0,125,13.86,3,0,0,0,0.01,0.01,0,0,0,-,-,-,0,0,0,-,-,-,0,0,0,-,-,-,22,3,13.64,1,2,1.14,22,2,9.09,6.24,7.25,6.79,22,6,27.27,1,2,1.27,0,0,0,-,-,-,22,5,22.73,0.18,9.65,2.66
Caldas 2011,Neira,1130,425,705,0,98.06,63.33,9,16,10,25,0,0,8,91,22.48,1,0,0,0.14,0.14,0.14,107,77,71.96,0.1,1.81,0.4,25,0,0,0,7.8,3,107,77,71.96,0,2419,1471.29,107,69,64.49,2,1325,83.34,107,0,0,30,420,116.21,2,0,0,0,0.7,0.35,0,0,0,-,-,-,25,0,0,6,97,26.92,107,77,71.96,0,2419,346.99,14,0,0,0,0.24,0.05,0,0,0,-,-,-,25,0,0,0.01,0.3,0.1,25,0,0,0,0.02,0,107,24,22.43,1,2,1.22,107,0,0,6.5,8.37,7.2,107,37,34.58,1,2,1.35,25,0,0,0,25,10.96,107,41,38.32,0.25,184,11.17
Caldas 2011,Norcasia,378,102,276,0,100,55.39,9,11,9,0,0,0,-,-,-,1,0,0,0.04,0.04,0.04,41,30,73.17,0.1,1,0.29,0,0,0,-,-,-,41,30,73.17,0,2419,1543.68,41,6,14.63,0,71,11.44,41,0,0,11.5,60,25.68,1,0,0,0.2,0.2,0.2,0,0,0,-,-,-,0,0,0,-,-,-,41,29,70.73,0,2419,255.1,7,0,0,0,0,0,0,0,0,-,-,-,0,0,0,-,-,-,0,0,0,-,-,-,41,1,2.44,1,2,1.02,41,9,21.95,5.88,8.59,6.77,41,2,4.88,1,2,1.05,0,0,0,-,-,-,41,6,14.63,0.1,10.5,1.65
Caldas 2011,Pácora,709,342,367,0,98.06,42.46,9,10,9,0,0,0,-,-,-,1,0,0,0.13,0.13,0.13,77,40,51.95,0.1,1.95,0.64,0,0,0,-,-,-,77,40,51.95,0,2419,807.17,77,27,35.06,0,2030,55.49,77,0,0,24,260,71.65,4,0,0,0,2.1,1.48,0,0,0,-,-,-,0,0,0,-,-,-,77,38,49.35,0,2419,121.55,11,0,0,0,0,0,0,0,0,-,-,-,0,0,0,-,-,-,0,0,0,-,-,-,77,7,9.09,1,2,1.09,77,2,2.6,6.11,8.79,7.14,77,15,19.48,1,2,1.19,0,0,0,-,-,-,77,15,19.48,0.23,300,8.41
Caldas 2011,Palestina,434,287,147,0,98.06,30.41,9,10,9,0,0,0,-,-,-,1,0,0,0,0,0,47,17,36.17,0,1.83,0.62,0,0,0,-,-,-,47,16,34.04,0,2419,696.79,47,15,31.91,0,805,50.15,47,0,0,76,330,161.17,1,0,0,1.7,1.7,1.7,0,0,0,-,-,-,0,0,0,-,-,-,47,15,31.91,0,2419,105.57,9,0,0,0,0.07,0.01,0,0,0,-,-,-,0,0,0,-,-,-,0,0,0,-,-,-,47,6,12.77,1,2,1.13,47,0,0,6.8,8.28,7.38,47,8,17.02,1,2,1.17,0,0,0,-,-,-,47,10,21.28,0.18,109,6.7
Caldas 2011,Pensilvania,896,111,785,0,100,63.62,9,10,9,0,0,0,-,-,-,1,0,0,0.08,0.08,0.08,98,87,88.78,0.1,1.38,0.19,0,0,0,-,-,-,98,85,86.73,0,2419,1070.01,98,18,18.37,0,81,11.15,98,0,0,10,51,20.31,1,0,0,1.2,1.2,1.2,0,0,0,-,-,-,0,0,0,-,-,-,98,81,82.65,0,2419,114.47,12,0,0,0,0,0,0,0,0,-,-,-,0,0,0,-,-,-,0,0,0,-,-,-,98,0,0,1,1,1,98,45,45.92,5.19,7.18,6.4,98,3,3.06,1,2,1.03,0,0,0,-,-,-,98,4,4.08,0.14,12.1,1.33
Caldas 2011,Riosucio,1246,408,838,0,100,58.02,9,16,10,24,0,0,14,39,29.46,1,0,0,0.05,0.05,0.05,121,92,76.03,0.1,1,0.23,24,0,0,0,5.1,2.13,121,92,76.03,0,2419,1023.26,121,39,32.23,0,335,26.28,121,0,0,45,230,82.04,1,0,0,0.9,0.9,0.9,0,0,0,-,-,-,24,0,0,21,36,28.67,121,84,69.42,0,2419,138.93,11,0,0,0,0.01,0,0,0,0,-,-,-,24,0,0,0.02,0.18,0.05,24,0,0,0,0.01,0,121,8,6.61,1,2,1.07,121,37,30.58,4.98,7.66,6.7,121,16,13.22,1,2,1.13,24,0,0,3,13,6.17,121,20,16.53,0.06,47.7,3.4
Caldas 2011,Risaralda,880,112,768,0,98.06,68.59,9,11,9,0,0,0,-,-,-,1,1,100,0.73,0.73,0.73,96,84,87.5,0.1,1,0.21,0,0,0,-,-,-,96,84,87.5,0,2419,1835.5,96,40,41.67,1,2210,68.51,96,0,0,65,330,140.68,1,0,0,0.6,0.6,0.6,0,0,0,-,-,-,0,0,0,-,-,-,96,82,85.42,0,2419,257.33,14,0,0,0,0.01,0,0,0,0,-,-,-,0,0,0,-,-,-,0,0,0,-,-,-,96,8,8.33,1,2,1.09,96,0,0,6.51,8.82,7.47,96,17,17.71,1,2,1.18,0,0,0,-,-,-,96,20,20.83,0.11,387,13.18
Caldas 2011,Salamina,1180,349,831,0,98.06,60.59,9,16,10,24,0,0,24,67,41.42,2,0,0,0,0.06,0.03,113,89,78.76,0.1,1.79,0.3,24,0,0,0.6,7.8,2.98,113,89,78.76,0,2419,1371.37,113,44,38.94,1,1000,45.5,113,0,0,26.5,340,118.76,1,0,0,0.4,0.4,0.4,0,0,0,-,-,-,24,0,0,31,52,43.88,113,82,72.57,0,2419,91.55,16,0,0,0,0.21,0.03,0,0,0,-,-,-,24,0,0,0.02,0.13,0.07,24,0,0,0,0.06,0.01,113,8,7.08,1,2,1.07,113,4,3.54,6.23,8.2,7.18,113,16,14.16,1,2,1.14,24,0,0,0,18,10.79,113,22,19.47,0.16,163,6.16
Caldas 2011,Samaná,1161,102,1059,0,98.06,66.35,9,11,9,0,0,0,-,-,-,1,0,0,0.05,0.05,0.05,127,116,91.34,0.1,1,0.16,0,0,0,-,-,-,127,116,91.34,0,2419,1597.87,127,20,15.75,1,37,9.11,127,0,0,0.75,88,21.76,1,0,0,1.9,1.9,1.9,0,0,0,-,-,-,0,0,0,-,-,-,127,114,89.76,0,2419,92.13,16,0,0,0,0,0,0,0,0,-,-,-,0,0,0,-,-,-,0,0,0,-,-,-,127,1,0.79,1,2,1.01,127,41,32.28,5.41,8.95,6.56,127,3,2.36,1,2,1.02,0,0,0,-,-,-,127,2,1.57,0.09,5.55,1.02
Caldas 2011,San José,710,490,220,0,98.13,66.28,9,11,9,0,0,0,-,-,-,1,0,0,0.1,0.1,0.1,77,66,85.71,0.1,2,0.23,0,0,0,-,-,-,77,66,85.71,0,2419,1843.6,77,29,37.66,0,332,22.79,77,0,0,36,240,133.9,7,1,14.29,0.4,6.8,2.74,0,0,0,-,-,-,0,0,0,-,-,-,77,66,85.71,0,2419,210.61,9,0,0,0,0,0,0,0,0,-,-,-,0,0,0,-,-,-,0,0,0,-,-,-,77,6,7.79,1,2,1.08,77,3,3.9,6.3,8.06,7.35,77,9,11.69,1,2,1.12,0,0,0,-,-,-,77,11,14.29,0.06,46.6,3.27
Caldas 2011,Supía,1225,363,862,0,100,67.89,9,16,10,24,0,0,17,42,29.71,1,0,0,0.05,0.05,0.05,118,94,79.66,0.1,1.56,0.31,24,0,0,0.9,26.4,5.18,118,94,79.66,0,2419,1560.33,118,62,52.54,0,2620,103.66,118,0,0,22.5,400,116.08,1,0,0,1.4,1.4,1.4,0,0,0,-,-,-,24,0,0,29,52,36.17,118,94,79.66,0,2419,236.91,17,0,0,0,0.01,0,0,0,0,-,-,-,24,0,0,0.01,0.16,0.04,24,0,0,0,0.01,0,118,26,22.03,1,2,1.22,118,4,3.39,6.34,8.8,7.28,118,37,31.36,1,2,1.31,24,0,0,11,20,14.5,118,45,38.14,0.03,356,12.77
Caldas 2011,Victoria,569,102,467,0,100,65.37,9,11,9,0,0,0,-,-,-,1,0,0,0.04,0.04,0.04,62,51,82.26,0.1,1.68,0.25,0,0,0,-,-,-,62,51,82.26,0,2419,1414.82,62,25,40.32,1,885,53.26,62,0,0,7.9,270,44.02,1,0,0,0.9,0.9,0.9,0,0,0,-,-,-,0,0,0,-,-,-,62,50,80.65,0,2419,117.94,9,0,0,0,0.01,0,0,0,0,-,-,-,0,0,0,-,-,-,0,0,0,-,-,-,62,7,11.29,1,2,1.11,62,15,24.19,4.96,7.54,6.62,62,14,22.58,1,2,1.23,0,0,0,-,-,-,62,13,20.97,0.23,150,7.8
Caldas 2011,Villamaría,1418,609,809,0,100,49.59,4,16,9,34,0,0,2,36,21.26,2,0,0,0,0.07,0.04,123,88,71.54,0.1,1.22,0.31,34,0,0,0,14.6,3.45,146,88,60.27,0,2419,1077.02,123,65,52.85,0,780,46.12,123,0,0,22.5,490,123.91,1,0,0,0.1,0.1,0.1,0,0,0,-,-,-,34,0,0,17,55,39.68,146,88,60.27,0,2419,274.27,13,0,0,0,0.03,0.01,0,0,0,-,-,-,33,2,6.06,0.01,0.51,0.08,34,0,0,0,0.01,0,146,15,10.27,1,2,1.1,123,4,3.25,4.15,8.28,7.08,146,24,16.44,1,2,1.16,34,0,0,18,180,30.97,123,26,21.14,0.19,91.8,6.23
Caldas 2011,Viterbo,721,381,340,0,98.06,58.59,9,16,11,22,0,0,38,116,71.41,2,0,0,0,0,0,64,42,65.63,0.05,1.74,0.48,22,0,0,5,13.7,7.83,64,42,65.63,0,2419,1498.39,64,36,56.25,1,544,64.77,64,0,0,35,260,154.59,2,0,0,1.6,2.1,1.85,0,0,0,-,-,-,22,0,0,61,112,80.27,64,42,65.63,0,2419,213.17,9,0,0,0,0.18,0.03,0,0,0,-,-,-,22,0,0,0.02,0.21,0.04,22,0,0,0,0.03,0.01,64,12,18.75,1,2,1.19,64,0,0,6.53,8.22,7.42,64,20,31.25,1,2,1.31,22,0,0,0,35,6.64,64,26,40.63,0.08,67.8,8.79
Caldas 2012,Manizales,2463,1253,1210,0,100,49.84,7,17,10,55,2,3.64,16,283.4,38.8,13,0,0,0,0.2,0.11,243,155,63.79,0,1.74,0.48,55,0,0,0.8,15.2,5.92,241,147,61,0,2419.2,1142.09,243,63,25.93,0,131,12.77,242,1,0.41,28,9710,162.93,2,0,0,0.7,0.8,0.75,2,0,0,0,0,0,55,0,0,5.2,161.7,45.03,241,143,59.34,0,2419.2,147.89,26,0,0,0.02,0.32,0.09,2,0,0,0,0,0,10,0,0,0.02,0.11,0.06,10,0,0,0,0.01,0.01,241,18,7.47,0,2,0.39,243,9,3.7,5.45,8.33,7.35,241,23,9.54,0,2,0.41,55,0,0,0,32,20.14,243,59,24.28,0.13,387,5.3
Caldas 2012,Aguadas,1561,303,1258,0,100,68.29,6,16,9,19,0,0,0.8,16,6.99,3,0,0,0.02,0.05,0.03,161,137,85.09,0.1,1.86,0.26,19,0,0,0,4.1,1.83,162,138,85.19,0,2419.2,1461.16,162,37,22.84,0,80,12.02,161,0,0,11,449,126.31,1,0,0,0,0,0,0,0,0,-,-,-,19,0,0,3.9,12.6,7.12,162,137,84.57,0,2419.2,236.94,22,0,0,0,0.15,0.04,0,0,0,-,-,-,3,0,0,0.05,0.15,0.12,3,0,0,0,0.01,0,161,12,7.45,0,2,0.43,162,6,3.7,1.53,9.38,7.42,161,18,11.18,0,2,0.47,18,0,0,0,10,1.54,162,53,32.72,0.14,51.5,4.03
Caldas 2012,Anserma,1554,588,966,0,98.06,50.49,2,17,9,40,0,0,5.1,31,18.36,4,1,25,0.05,0.46,0.17,147,105,71.43,0.1,1.84,0.41,39,0,0,0,10.7,3.92,170,105,61.76,0,2419.2,1122.8,145,37,25.52,0,1065,26.15,141,0,0,26,338.5,116.98,3,0,0,0,1,0.33,0,0,0,-,-,-,40,0,0,9.2,173.8,20.86,170,105,61.76,0,2419.2,192.62,18,0,0,0.02,0.04,0.03,0,0,0,-,-,-,9,0,0,0.07,0.15,0.1,9,0,0,0,0,0,145,11,7.59,0,2,0.45,145,3,2.07,6.19,8.97,7.41,145,18,12.41,0,2,0.5,39,0,0,0,8,1.77,145,47,32.41,0.17,139,5.39
Caldas 2012,Aranzazu,730,184,546,0,98.06,66.56,6,15,9,5,0,0,13,42,22.88,1,0,0,0.14,0.14,0.14,78,65,83.33,0.01,1.65,0.26,5,0,0,0,3.8,2.2,77,64,83.12,0,2419.2,1390.04,78,30,38.46,0,54,14,76,0,0,15.2,265,92.27,3,0,0,0.09,3.4,1.56,0,0,0,-,-,-,5,0,0,13.4,27,21.08,77,64,83.12,0,2419.2,125.2,6,0,0,0.02,0.54,0.13,0,0,0,-,-,-,2,0,0,0.1,0.1,0.1,2,0,0,0,0,0,77,1,1.3,0,1,0.35,78,2,2.56,6.47,8.78,7.27,77,3,3.9,0,2,0.38,5,0,0,0,20,4.14,78,19,24.36,0.08,11.9,2.2
Caldas 2012,Belalcázar,812,188,624,0,98.06,66.65,9,13,9,2,0,0,48.1,49.5,48.8,1,0,0,0.01,0.01,0.01,88,74,84.09,0.05,1.66,0.28,2,0,0,8.5,110.3,59.4,88,73,82.95,0,2419.2,1840.81,88,18,20.45,0,134,15.84,88,0,0,130,249.2,194.76,2,0,0,1.6,1.8,1.7,0,0,0,-,-,-,2,0,0,98.4,119.7,109.05,88,73,82.95,0,2419,276.49,10,0,0,0.01,0.07,0.03,0,0,0,-,-,-,0,0,0,-,-,-,0,0,0,-,-,-,88,7,7.95,0,2,0.41,88,0,0,7.1,8.49,7.9,88,12,13.64,0,2,0.47,1,0,0,0.8,0.8,0.8,88,28,31.82,0.11,44.1,3.27
Caldas 2012,Chinchiná,1121,800,321,0,100,25.62,2,16,9,43,0,0,29.1,85.2,61.38,9,1,11.11,0.02,0.3,0.12,98,41,41.84,0.1,1.87,0.6,43,0,0,5.5,16.7,8.82,116,38,32.76,0,2419.2,416.51,97,9,9.28,0,100,7.43,97,0,0,47,280.4,144.8,3,0,0,0,0.7,0.27,0,0,0,-,-,-,43,0,0,37.2,79,64.3,117,33,28.21,0,2419.2,51.82,14,0,0,0.01,0.15,0.07,0,0,0,-,-,-,3,0,0,0.02,0.05,0.04,3,0,0,0,0.01,0,99,4,4.04,0,2,0.27,97,1,1.03,6.32,8.38,7.51,99,7,7.07,0,2,0.3,42,0,0,1,18,13.3,97,19,19.59,0.09,61,2.79
Caldas 2012,Filadelfia,828,278,550,0,98.06,60.67,7,13,9,1,0,0,70,70,70,1,0,0,0.1,0.1,0.1,90,76,84.44,0.1,1.55,0.25,1,0,0,0.5,0.5,0.5,90,74,82.22,0,2419.2,1098.87,90,11,12.22,0,28,6.73,90,0,0,19.2,366,196.32,2,0,0,0,0.8,0.4,0,0,0,-,-,-,1,0,0,92,92,92,90,71,78.89,0,2419.2,117.45,13,0,0,0,0.28,0.07,0,0,0,-,-,-,0,0,0,-,-,-,0,0,0,-,-,-,89,2,2.25,0,1,0.37,90,1,1.11,5.82,8.75,7.55,89,6,6.74,0,2,0.42,1,0,0,28,28,28,90,10,11.11,0.04,24.7,1.98
Caldas 2012,La Dorada,767,624,143,0,98.06,16.76,2,17,9,41,0,0,16.4,47.8,30.56,4,2,50,0.01,0.41,0.23,60,18,30,0.1,1.35,0.51,40,0,0,1.4,10.1,6.51,84,18,21.43,0,2419.2,214.53,58,9,15.52,0,80,8.16,58,1,1.72,7.7,8300,264,1,0,0,1,1,1,0,0,0,-,-,-,41,0,0,20.6,81,30.58,84,14,16.67,0,1986.3,39.25,6,0,0,0.02,0.33,0.13,0,0,0,-,-,-,9,0,0,0.03,0.05,0.03,9,0,0,0,0,0,58,2,3.45,0,2,0.34,58,0,0,6.51,8.23,7.2,58,3,5.17,0,2,0.36,40,0,0,1.3,35.3,8.23,58,10,17.24,0.13,42.9,3.84
